year,month,minsamp,finalwgt,cmpwgt,basicwgt,orgwgt,hhwgt,famwgt,statefips,countyfips,age,female,hispanic,wbhaom,veteran,cow1,numjobs,ftptstat,mind16,mocc03,wage
2022,5,4,5461.5488,5587.2441,5587.2441,22895.639,.54615492,.54615492,MD,Not identified,46,Female,Hispanic,Hispanic,Not a veteran,Government - Local,Two jobs,"FT hours (35+), usually FT",Educational,Service occupations,20
2022,5,4,4635.1167,4651.5728,4651.5728,19061.406,.46351168,.46351168,MD,17,52,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Hospital,Office and administrative support occupations,21.200001
2022,5,4,4393.9292,4402.2627,4402.2627,17155.521,.46351168,.43939289,MD,17,20,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Service occupations,4.8611112
2022,5,8,4750.8037,4769.2822,4769.2822,19752.502,.4750804,.4750804,MD,Not identified,62,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Construction,"Management, business, and financial occupations",
2022,5,4,4168.8467,4218.7983,4218.7983,16757.547,.41688466,.41688466,MD,Not identified,43,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,36
2022,5,4,3857.2522,3872.2549,3872.2549,15114.158,.46421367,.46421367,MD,17,64,Male,Not hispanic,White,Veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",39.903751
2022,5,8,4343.9478,4352.9937,4352.9937,17290.586,.43439475,.43439475,MD,Not identified,37,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,4.25
2022,5,8,4463.4731,4458.6851,4458.6851,17576.623,.43439475,.43439475,MD,Not identified,33,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,21.85
2022,5,4,4642.1367,4628.2612,4628.2612,19909.66,.46421367,.46421367,MD,Not identified,61,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"Not at work, usually FT","Medical, except hospital",Professional and related occupations,18.75
2022,5,4,4289.7617,4345.6206,4345.6206,17696.822,.42897618,.42897618,MD,Not identified,57,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Hospital,Professional and related occupations,44.59
2022,5,4,5226.9658,5303.6904,5303.6904,21458.9,.42897618,.42897618,MD,Not identified,54,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods","Installation, maintenance, and repair occupations",24
2022,5,4,4592.8428,4622.0415,4622.0415,19857.389,.42897618,.45928425,MD,Not identified,20,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,16
2022,5,4,4204.6802,4219.5845,4219.5845,16634.063,.42897618,.420468,MD,Not identified,29,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Wholesale trade,Transportation and material moving occupations,28
2022,5,8,4750.8037,4769.2822,4769.2822,18615.428,.45209843,.45209843,MD,25,62,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Transportation and material moving occupations,20
2022,5,4,4341.9624,4262.4146,4262.4146,17597.66,.6063633,.6063633,MD,33,54,Male,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,"Management, business, and financial occupations",57
2022,5,4,6063.6333,6045.5088,6045.5088,24418.99,.6063633,.6063633,MD,33,50,Female,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons",Educational,Professional and related occupations,
2022,5,4,8565.0459,8789.79,8789.79,35041.402,.6063633,.85650462,MD,33,21,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Service occupations,12
2022,5,4,6707.8462,6499.4033,6499.4033,23112.656,.6063633,.67078459,MD,33,22,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Service occupations,12
2022,5,4,4494.5073,4555.8252,4555.8252,17865.609,.45299786,.45299786,MD,31,36,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",56
2022,5,4,4529.9785,4580.7642,4580.7642,18471.322,.45299786,.45299786,MD,31,31,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",36
2022,5,8,3700.7993,3632.998,3632.998,18203.047,.46204445,.46204445,MD,13,68,Male,Not hispanic,Black,Veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital","Management, business, and financial occupations",143.9704
2022,5,8,4620.4448,4606.6338,4606.6338,18607.094,.46204445,.46204445,MD,13,58,Female,Not hispanic,Black,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital","Management, business, and financial occupations",
2022,5,4,4570.0498,4585.6851,4585.6851,18089.813,.43065703,.43065703,MD,3,58,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",34.61525
2022,5,4,4570.0498,4585.6851,4585.6851,18089.813,.42897618,.42897618,MD,3,56,Male,Not hispanic,White,Veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,11.53825
2022,5,4,4289.7617,4345.6206,4345.6206,17696.822,.42897618,.42897618,MD,3,55,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,15
2022,5,4,3739.7334,3687.8474,3687.8474,15163.061,.37397334,.37397334,MD,Not identified,67,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Production occupations,21
2022,5,4,3933.7363,3977.8374,3977.8374,16040.101,.37397334,.39337364,MD,Not identified,34,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,12.975
2022,5,4,3988.3259,4013.6814,4013.6814,17243.73,.37397334,.39883259,MD,Not identified,24,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Production occupations,14
2022,5,8,3925.9258,3920.7554,3920.7554,14849.171,.39259258,.39259258,MD,Not identified,60,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Sales and related occupations,21.625
2022,5,8,4125.4961,4141.542,4141.542,17152.648,.39259258,.39259258,MD,Not identified,61,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Construction,Construction and extraction occupations,
2022,5,8,4580.3525,4596.0942,4596.0942,18023.523,.49212849,.49212849,MD,Not identified,42,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",56
2022,5,8,4921.2847,4972.2236,4972.2236,20375.383,.49212849,.49212849,MD,Not identified,48,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"PT for non-economic reasons, usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,36
2022,5,4,4761.2432,4756.1357,4756.1357,18749.205,.47612432,.47612432,MD,Not identified,30,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,19
2022,5,4,4464.2266,4480.0513,4480.0513,17660.85,.47612432,.44642267,MD,Not identified,29,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,15.5
2022,5,4,4189.4087,4131.2837,4131.2837,16986.307,.41894084,.41894084,MD,Not identified,73,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Office and administrative support occupations,15
2022,5,4,4570.0498,4585.6851,4585.6851,18089.813,.43065703,.43065703,MD,15,58,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Professional and related occupations,33
2022,5,8,3781.0747,3756.3579,3756.3579,15269.795,.38562229,.38562229,MD,Not identified,66,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Installation, maintenance, and repair occupations",17
2022,5,8,4738.9941,4733.9111,4733.9111,18661.594,.39321014,.39321014,MD,Not identified,33,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Professional and related occupations,147.56966
2022,5,8,3932.1013,3973.6255,3973.6255,15783.693,.39321014,.39321014,MD,Not identified,39,Female,Not hispanic,Asian,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods",Professional and related occupations,120.06825
2022,5,8,4190.5166,4207.1382,4207.1382,17358.219,.42858902,.42858902,MD,Not identified,44,Male,Not hispanic,Black,Not a veteran,Government - Federal,Two jobs,"FT hours (35+), usually FT",Public administration,Office and administrative support occupations,78
2022,5,8,4285.8901,4281.0732,4281.0732,17535.24,.42858902,.42858902,MD,Not identified,43,Female,Not hispanic,Black,Not a veteran,Government - State,Two jobs,"FT hours (35+), usually FT",Educational,Professional and related occupations,39
2022,5,8,5179.9409,5085.0405,5085.0405,23570.443,.46134576,.46134576,MD,Not identified,59,Male,Not hispanic,Black,Veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,Construction and extraction occupations,19
2022,6,8,4155.3882,4067.3645,4067.3645,14003.203,.41553882,.41553882,MD,510,58,Male,Not hispanic,Black,Not a veteran,"Private, for profit",,Unemployed FT,Entertainment and recreation,Service occupations,
2022,6,4,5097.2573,4800.7959,4800.7959,18654.059,.50972575,.50972575,MD,510,46,Female,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",,Unemployed FT,"Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and administrative support occupations,
2022,6,4,3880.5142,3953.4324,3953.4324,15523.278,.38805142,.38805142,MD,510,60,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",64.08889
2022,6,8,6286.7993,6389.8696,6389.8696,25674.375,.60681772,.60681772,MD,510,35,Male,Not hispanic,Multiple races,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Service occupations,20
2022,6,8,6068.1777,6111.3555,6111.3555,25348.455,.60681772,.60681772,MD,510,34,Female,Not hispanic,Multiple races,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Professional and related occupations,13.15
2022,6,4,4174.897,4177.9009,4177.9009,15826.293,.41748971,.41748971,MD,510,56,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Wholesale trade,Production occupations,15
2022,6,4,3866.1792,3849.7273,3849.7273,17070.674,.41748971,.38661793,MD,510,58,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Office and administrative support occupations,20
2022,6,8,5596.5498,4653.2236,4653.2236,19569.896,.36901173,.55965495,MD,Not identified,38,Female,Not hispanic,Asian,Not a veteran,"Private, for profit",,Unemployed FT,"Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,6,4,6523.4834,6717.6533,6717.6533,28234.385,.65234834,.65234834,MD,510,28,Female,Not hispanic,Black,Not a veteran,Government - Local,Two jobs,"FT hours (35+), usually FT",Transportation,Transportation and material moving occupations,11.25
2022,6,8,2887.8518,2889.9294,2889.9294,11702.356,.28878519,.28878519,MD,510,65,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Service occupations,10
2022,6,4,4947.8545,4951.4146,4951.4146,20219.189,.35327795,.49478546,MD,510,54,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Transportation and material moving occupations,17
2022,6,4,5975.0874,6163.5498,6163.5498,24692.111,.59750873,.59750873,MD,510,36,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Hospital,Service occupations,12.3
2022,6,8,4155.3882,4158.3779,4158.3779,18614.721,.47359475,.47359475,MD,Not identified,60,Male,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,118.05573
2022,6,8,4735.9478,4715.7944,4715.7944,19382.596,.47359475,.47359475,MD,Not identified,54,Female,Not hispanic,Black,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,24.786222
2022,6,8,5822.519,6011.9658,6011.9658,23544.055,.47359475,.58225191,MD,Not identified,21,Female,Not hispanic,Black,Not a veteran,Government - State,Employed with one job,"PT hrs, usually PT for non-economic reasons",Educational,Professional and related occupations,13
2022,6,4,5311.4775,5372.5044,5372.5044,20351.568,.53114772,.53114772,MD,Not identified,56,Male,Hispanic,Hispanic,Not a veteran,Government - Local,Employed with one job,"Not at work, usually FT",Educational,Professional and related occupations,131.17302
2022,6,4,4561.1431,4663.6035,4663.6035,18979.061,.53114772,.45611429,MD,Not identified,30,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,24.200001
2022,6,8,5925.6245,6066.0273,6066.0273,25495.59,.5925625,.5925625,MD,Not identified,32,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,15.79
2022,6,4,3713.7236,3726.3315,3726.3315,15448.976,.37137237,.37137237,MD,Not identified,69,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,75.120003
2022,6,4,3169.3088,3255.0901,3255.0901,13076.667,.37137237,.31693089,MD,Not identified,63,Female,Not hispanic,White,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",
2022,6,8,5354.5986,5408.9692,5408.9692,21542.117,.53545988,.53545988,MD,510,46,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Personal services, including private household",Office and administrative support occupations,13.5
2022,6,8,7244.6279,7658.2607,7658.2607,31490.256,.53545988,.72446275,MD,510,23,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Transportation,"Management, business, and financial occupations",17
2022,6,8,4448.9995,4519.8374,4519.8374,17454.682,.39829719,.39829719,MD,Not identified,59,Male,Not hispanic,White,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT","Manufacturing, nondurable goods",Transportation and material moving occupations,
2022,6,8,3982.9719,4037.9475,4037.9475,16221.639,.39829719,.39829719,MD,Not identified,48,Female,Not hispanic,White,Not a veteran,Without pay,Employed with one job,"FT hours (35+), usually FT",Transportation,Office and administrative support occupations,
2022,6,8,4849.7852,4982.2544,4982.2544,20486.697,.39829719,.48497853,MD,Not identified,23,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours, usually PT for non-economic","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",12.17
2022,6,4,3913.5632,3916.3789,3916.3789,15992.604,.44572538,.44572538,MD,510,45,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Retail trade,Transportation and material moving occupations,17
2022,6,4,4457.2539,4497.9146,4497.9146,18423.248,.44572538,.44572538,MD,510,43,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,Service occupations,19
2022,6,8,4594.4321,4149.3745,4149.3745,15365.104,.45944318,.45944318,MD,31,57,Male,Not hispanic,White,Not a veteran,"Private, for profit",,Unemployed FT,Wholesale trade,"Management, business, and financial occupations",
2022,6,8,3890.7539,3903.9626,3903.9626,16185.415,.35764506,.35764506,MD,31,71,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,147.56966
2022,6,8,5239.2832,5216.9883,5216.9883,21442.574,.52392834,.52392834,MD,33,45,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT for non-economic reasons, usually FT","Medical, except hospital",Professional and related occupations,23
2022,6,4,4890.1782,4963.373,4963.373,20586.896,.48901781,.48901781,MD,33,32,Female,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Construction,Office and administrative support occupations,7.5
2022,6,4,4559.812,4592.5371,4592.5371,17735.434,.48901781,.48901781,MD,33,34,Male,Hispanic,Hispanic,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours (35+), usually FT",Construction,Construction and extraction occupations,
2022,6,4,4227.5869,4235.8252,4235.8252,16967.711,.42275867,.42275867,MD,13,62,Female,Not hispanic,Asian,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Personal services, including private household",Production occupations,13.736143
2022,6,4,4342.5889,4362.8784,4362.8784,16848.537,.42275867,.42275867,MD,13,73,Male,Not hispanic,Asian,Not a veteran,"Self-employed, incorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons","Personal services, including private household",Production occupations,
2022,6,4,4311.3696,4314.4712,4314.4712,15676.338,.39925599,.39925599,MD,33,58,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales and related occupations,
2022,6,4,6148.0557,6293.728,6293.728,26686.289,.39925599,.61480558,MD,33,30,Female,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"FT hours, usually PT for non-economic","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales and related occupations,
2022,6,4,4222.2808,4242.0083,4242.0083,17212.199,.4222281,.4222281,MD,31,49,Male,Not hispanic,Asian,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,52.875
2022,6,4,4063.5996,4184.5142,4184.5142,16159.731,.40635994,.40635994,MD,33,61,Male,Hispanic,Hispanic,Veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,
2022,6,4,4616.002,4689.499,4689.499,19065.482,.40635994,.46160021,MD,33,58,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",147.56966
2022,6,4,4910.2383,5154.1543,5154.1543,21193.537,.40635994,.49102384,MD,33,22,Male,Hispanic,Hispanic,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Service occupations,12
2022,6,8,3817.1997,3830.1589,3830.1589,15879.433,.33295903,.33295903,MD,31,67,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Construction,"Management, business, and financial occupations",147.56966
2022,6,8,5085.7173,5089.3765,5089.3765,20782.561,.48907602,.48907602,MD,33,53,Male,Not hispanic,Black,Not a veteran,Government - Local,Employed with one job,"PT for non-economic reasons, usually FT",Educational,Professional and related occupations,28.625
2022,6,8,4890.7603,4869.9482,4869.9482,20016.189,.48907602,.48907602,MD,33,50,Female,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,11.525
2022,6,8,5377.8472,5168.0474,5168.0474,25015.826,.48907602,.53778476,MD,33,18,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Construction,Construction and extraction occupations,30
2022,6,8,5480.4692,5004.5718,5004.5718,17629.119,.48907602,.54804689,MD,33,19,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Retail trade,Service occupations,8
2022,6,8,3853.9846,3957.6526,3957.6526,15901.773,.35764506,.38539845,MD,31,42,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,"Management, business, and financial occupations",35
2022,6,8,3640.8059,3701.1499,3701.1499,14979.376,.36408058,.36408058,MD,Not identified,56,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Professional and related occupations,32.211498
2022,6,8,4594.4321,4667.5859,4667.5859,18976.391,.36408058,.36408058,MD,Not identified,57,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Installation, maintenance, and repair occupations",25
2022,6,8,3973.9033,3956.9929,3956.9929,17546.316,.39739031,.39739031,MD,Not identified,56,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Medical, except hospital",Office and administrative support occupations,26
2022,6,8,6141.5718,6335.2856,6335.2856,25380.111,.36312139,.6141572,MD,33,39,Male,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Professional and related occupations,16.325001
2022,6,4,4132.481,4189.5205,4189.5205,16685.461,.41324812,.41324812,MD,17,48,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and administrative support occupations,17
2022,6,4,4395.6284,4440.5796,4440.5796,18017.914,.41324812,.41324812,MD,17,49,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Service occupations,38.450001
2022,6,4,5978.9302,6143.3062,6143.3062,23638.533,.41324812,.597893,MD,17,18,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for economic reasons",Entertainment and recreation,Service occupations,10
2022,6,4,4529.6709,4625.3164,4625.3164,18767.494,.36578989,.36578989,MD,31,52,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Manufacturing, durable goods","Management, business, and financial occupations",15.04
2022,6,4,4132.481,4189.5205,4189.5205,16685.461,.41324812,.41324812,MD,31,49,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Management, business, and financial occupations",60.096001
2022,6,4,4395.6284,4440.5796,4440.5796,18017.914,.41324812,.43956283,MD,31,45,Male,Not hispanic,White,Not a veteran,Government - Federal,Employed with one job,"FT hours (35+), usually FT",Public administration,Professional and related occupations,52.884499
2022,6,4,6253.5688,6489.1763,6489.1763,26579.361,.62535691,.62535691,MD,Not identified,37,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,15
2022,6,4,4659.7373,4681.5088,4681.5088,18079.021,.42275867,.42275867,MD,33,58,Male,Not hispanic,Asian,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,6,4,4227.5869,4235.8252,4235.8252,17016.572,.42275867,.42275867,MD,33,56,Female,Not hispanic,Asian,Not a veteran,"Self-employed, incorporated",Employed with one job,"FT hours (35+), usually FT",Retail trade,Sales and related occupations,
2022,6,8,4994.8374,5148.2358,5148.2358,20793.045,.33295903,.49948376,MD,Not identified,40,Female,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,Transportation and material moving occupations,17.712368
2022,6,8,3853.9846,3957.6526,3957.6526,15901.773,.33295903,.38539845,MD,Not identified,43,Male,Not hispanic,White,Not a veteran,"Private, for profit",Employed with one job,"PT hrs, usually PT for non-economic reasons",Entertainment and recreation,"Management, business, and financial occupations",12
2022,6,4,4311.3696,4314.4712,4314.4712,16343.636,.49137214,.49137214,MD,25,55,Male,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Installation, maintenance, and repair occupations",25.475
2022,6,4,4913.7212,4892.812,4892.812,20110.162,.49137214,.49137214,MD,25,52,Female,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Hospital,Office and administrative support occupations,18
2022,6,4,6041.0796,6237.6372,6237.6372,24427.83,.49137214,.60410792,MD,25,23,Female,Not hispanic,Black,Not a veteran,"Private, for profit",Employed with one job,"FT hours (35+), usually FT",Entertainment and recreation,"Management, business, and financial occupations",17
2022,6,4,4041.4929,4044.4006,4044.4006,14695.055,.40414929,.40414929,MD,33,47,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"PT for economic reasons, usually FT","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Installation, maintenance, and repair occupations",
2022,6,4,5109.5942,5113.2705,5113.2705,18578.721,.40414929,.51095945,MD,33,52,Male,Not hispanic,Black,Not a veteran,"Self-employed, unincorporated",Employed with one job,"PT for economic reasons, usually FT",Transportation,Transportation and material moving occupations,
2022,6,8,3640.8059,3701.1499,3701.1499,14979.376,.36408058,.36408058,MD,Not identified,55,Female,Not hispanic,White,Not a veteran,"Private, nonprofit",Two jobs,"PT for non-economic reasons, usually FT",Educational,Professional and related occupations,120.06825
2022,6,8,4594.4321,4667.5859,4667.5859,18976.391,.45944318,.45944318,MD,31,56,Male,Not hispanic,White,Not a veteran,"Private, nonprofit",Employed with one job,"FT hours (35+), usually FT",Educational,"Management, business, and financial occupations",28.845999
2022,6,4,3648.262,3632.7373,3632.7373,15067.04,.29962534,.3648262,MD,33,72,Female,Not hispanic,Black,Not a veteran,"Private, nonprofit",Employed with one job,"PT hrs, usually PT for non-economic reasons","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Service occupations,15
2022,6,8,3329.5903,3333.104,3333.104,14100.107,.33295903,.33295903,MD,33,68,Female,Not hispanic,White,Not a veteran,Government - Local,Employed with one job,"PT hrs, usually PT for non-economic reasons",Educational,Professional and related occupations,40
